# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar 16 04:36:32 2025
#
# COLUMN kepid:          KepID
# COLUMN koi_name:       KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN pl_name:        Confirmed Name
#
rowid,kepid,koi_name,kepler_name,pl_name
300,10863608,K02368.01,Kepler-1210 b,Kepler-1210 b
301,5602588,K02369.01,Kepler-1211 b,Kepler-1211 b
302,11824786,K02371.01,Kepler-1212 b,Kepler-1212 b
303,12254909,K02372.01,Kepler-1213 b,Kepler-1213 b
304,11701407,K02376.01,Kepler-1214 b,Kepler-1214 b
305,10813132,K02378.01,Kepler-1215 b,Kepler-1215 b
306,9395024,K02383.01,Kepler-1216 b,Kepler-1216 b
307,12254378,K02387.01,Kepler-1217 b,Kepler-1217 b
308,8494617,K02389.01,Kepler-1218 b,Kepler-1218 b
309,10289119,K02390.01,Kepler-1219 b,Kepler-1219 b
310,4833421,K00232.02,Kepler-122 b,Kepler-122 b
311,4833421,K00232.01,Kepler-122 c,Kepler-122 c
312,4833421,K00232.03,Kepler-122 d,Kepler-122 d
313,4833421,K00232.04,Kepler-122 e,Kepler-122 e
314,4833421,K00232.05,Kepler-122 f,Kepler-122 f
315,7382313,K02392.01,Kepler-1220 b,Kepler-1220 b
316,9269042,K02397.01,Kepler-1221 b,Kepler-1221 b
317,11461433,K02399.01,Kepler-1222 b,Kepler-1222 b
318,8481129,K02402.01,Kepler-1223 b,Kepler-1223 b
319,2142522,K02403.01,Kepler-1224 b,Kepler-1224 b
320,5007345,K02406.01,Kepler-1225 b,Kepler-1225 b
321,12120484,K02407.01,Kepler-1226 b,Kepler-1226 b
322,6429812,K02408.01,Kepler-1227 b,Kepler-1227 b
323,10024051,K02409.01,Kepler-1228 b,Kepler-1228 b
324,10027247,K02418.01,Kepler-1229 b,Kepler-1229 b
325,7219825,K00238.01,Kepler-123 b,Kepler-123 b
326,7219825,K00238.02,Kepler-123 c,Kepler-123 c
327,6343170,K02419.01,Kepler-1230 b,Kepler-1230 b
328,7107802,K02420.01,Kepler-1231 b,Kepler-1231 b
329,11360805,K02422.01,Kepler-1232 b,Kepler-1232 b
330,9845898,K02423.01,Kepler-1233 b,Kepler-1233 b
331,12453581,K02424.01,Kepler-1234 b,Kepler-1234 b
332,8081899,K02426.01,Kepler-1235 b,Kepler-1235 b
333,7047363,K02432.01,Kepler-1236 b,Kepler-1236 b
334,8570333,K02436.01,Kepler-1237 b,Kepler-1237 b
335,5036705,K02437.01,Kepler-1238 b,Kepler-1238 b
336,6867555,K02439.01,Kepler-1239 b,Kepler-1239 b
337,11288051,K00241.03,Kepler-124 b,Kepler-124 b
338,11288051,K00241.01,Kepler-124 c,Kepler-124 c
339,11288051,K00241.02,Kepler-124 d,Kepler-124 d
340,5339567,K02440.01,Kepler-1240 b,Kepler-1240 b
341,3354846,K02444.01,Kepler-1241 b,Kepler-1241 b
342,5857540,K02448.01,Kepler-1242 b,Kepler-1242 b
343,7289317,K02450.01,Kepler-1243 b,Kepler-1243 b
344,9753154,K02457.01,Kepler-1244 b,Kepler-1244 b
345,7604328,K02458.01,Kepler-1245 b,Kepler-1245 b
346,7604328,K02458.02,Kepler-1245 c,Kepler-1245 c
347,11236244,K02460.01,Kepler-1246 b,Kepler-1246 b
348,9837685,K02461.01,Kepler-1247 b,Kepler-1247 b
349,12454461,K02463.01,Kepler-1248 b,Kepler-1248 b
350,8380709,K02468.01,Kepler-1249 b,Kepler-1249 b
351,10489206,K00251.01,Kepler-125 b,Kepler-125 b
352,10489206,K00251.02,Kepler-125 c,Kepler-125 c
353,9395719,K02472.01,Kepler-1250 b,Kepler-1250 b
354,11403389,K02482.01,Kepler-1251 b,Kepler-1251 b
355,9851662,K02483.01,Kepler-1252 b,Kepler-1252 b
356,10453588,K02484.01,Kepler-1253 b,Kepler-1253 b
357,11125613,K02485.01,Kepler-1254 b,Kepler-1254 b
358,11125613,K02485.02,Kepler-1254 c,Kepler-1254 c
359,11125613,K02485.03,Kepler-1254 d,Kepler-1254 d
360,7212184,K02487.01,Kepler-1255 b,Kepler-1255 b
361,8559152,K02488.01,Kepler-1256 b,Kepler-1256 b
362,9229657,K02491.01,Kepler-1257 b,Kepler-1257 b
363,11752632,K02492.01,Kepler-1258 b,Kepler-1258 b
364,10028535,K02493.01,Kepler-1259 b,Kepler-1259 b
365,8292840,K00260.01,Kepler-126 b,Kepler-126 b
366,8292840,K00260.03,Kepler-126 c,Kepler-126 c
367,8292840,K00260.02,Kepler-126 d,Kepler-126 d
368,7047207,K02494.01,Kepler-1260 b,Kepler-1260 b
369,11179076,K02497.01,Kepler-1261 b,Kepler-1261 b
370,6767840,K02506.01,Kepler-1262 b,Kepler-1262 b
371,9880190,K02509.01,Kepler-1263 b,Kepler-1263 b
372,8947520,K02517.01,Kepler-1264 b,Kepler-1264 b
373,10059645,K02520.01,Kepler-1265 b,Kepler-1265 b
374,7183745,K02521.01,Kepler-1266 b,Kepler-1266 b
375,7183745,K02521.02,Kepler-1266 c,Kepler-1266 c
376,7778767,K02523.01,Kepler-1267 b,Kepler-1267 b
377,7515762,K02524.01,Kepler-1268 b,Kepler-1268 b
378,9011825,K02530.01,Kepler-1269 b,Kepler-1269 b
379,9451706,K00271.03,Kepler-127 b,Kepler-127 b
380,9451706,K00271.02,Kepler-127 c,Kepler-127 c
381,9451706,K00271.01,Kepler-127 d,Kepler-127 d
382,11074835,K02533.01,Kepler-1270 b,Kepler-1270 b
383,1996180,K02534.01,Kepler-1271 b,Kepler-1271 b
384,3728701,K02536.01,Kepler-1272 b,Kepler-1272 b
385,8676148,K02544.01,Kepler-1273 b,Kepler-1273 b
386,9696358,K02545.01,Kepler-1274 b,Kepler-1274 b
387,8757824,K02552.01,Kepler-1275 b,Kepler-1275 b
388,5350244,K02555.01,Kepler-1276 b,Kepler-1276 b
389,5374403,K02556.01,Kepler-1277 b,Kepler-1277 b
390,7259298,K02561.01,Kepler-1278 b,Kepler-1278 b
391,5175024,K02563.01,Kepler-1279 b,Kepler-1279 b
392,8077137,K00274.01,Kepler-128 b,Kepler-128 b
393,8077137,K00274.02,Kepler-128 c,Kepler-128 c
394,9026749,K02564.01,Kepler-1280 b,Kepler-1280 b
395,11037511,K02580.01,Kepler-1281 b,Kepler-1281 b
396,9827149,K02586.01,Kepler-1282 b,Kepler-1282 b
397,5546691,K02587.01,Kepler-1283 b,Kepler-1283 b
398,10468885,K02589.01,Kepler-1284 b,Kepler-1284 b
399,8212002,K02593.01,Kepler-1285 b,Kepler-1285 b
400,8004903,K02594.01,Kepler-1286 b,Kepler-1286 b
401,10068659,K02602.01,Kepler-1287 b,Kepler-1287 b
402,6269070,K02608.01,Kepler-1288 b,Kepler-1288 b
403,5807769,K02614.01,Kepler-1289 b,Kepler-1289 b
404,10586004,K00275.01,Kepler-129 b,Kepler-129 b
405,10586004,K00275.02,Kepler-129 c,Kepler-129 c
406,10586004,,Kepler-129 d,Kepler-129 d
407,8025596,K02615.01,Kepler-1290 b,Kepler-1290 b
408,4915638,K02617.01,Kepler-1291 b,Kepler-1291 b
409,8081905,K02619.01,Kepler-1292 b,Kepler-1292 b
410,10916600,K02623.01,Kepler-1293 b,Kepler-1293 b
411,8429314,K02624.01,Kepler-1294 b,Kepler-1294 b
412,9153570,K02625.01,Kepler-1295 b,Kepler-1295 b
413,6124512,K02627.01,Kepler-1296 b,Kepler-1296 b
414,10070468,K02628.01,Kepler-1297 b,Kepler-1297 b
415,11337566,K02632.01,Kepler-1298 b,Kepler-1298 b
416,1995519,K02634.01,Kepler-1299 b,Kepler-1299 b
417,9941662,K00013.01,Kepler-13 b,KOI-13 b
418,5088536,K00282.02,Kepler-130 b,Kepler-130 b
419,5088536,K00282.01,Kepler-130 c,Kepler-130 c
420,5088536,K00282.03,Kepler-130 d,Kepler-130 d
421,4914566,K02635.01,Kepler-1300 b,Kepler-1300 b
422,6933567,K02643.01,Kepler-1301 b,Kepler-1301 b
423,11962284,K02647.01,Kepler-1302 b,Kepler-1302 b
424,6842682,K02649.01,Kepler-1303 b,Kepler-1303 b
425,4346178,K02652.01,Kepler-1304 b,Kepler-1304 b
426,9664142,K02654.01,Kepler-1305 b,Kepler-1305 b
427,10018233,K02655.01,Kepler-1306 b,Kepler-1306 b
428,9893318,K02660.01,Kepler-1307 b,Kepler-1307 b
429,3426367,K02662.01,Kepler-1308 b,Kepler-1308 b
430,5562090,K02664.01,Kepler-1309 b,Kepler-1309 b
431,5695396,K00283.01,Kepler-131 b,Kepler-131 b
432,5695396,K00283.02,Kepler-131 c,Kepler-131 c
433,5513012,K02668.01,Kepler-1310 b,Kepler-1310 b
434,8022489,K02674.02,Kepler-1311 b,Kepler-1311 b
435,8022489,K02674.03,Kepler-1311 c,Kepler-1311 c
436,8022489,K02674.01,Kepler-1311 d,Kepler-1311 d
437,5794570,K02675.01,Kepler-1312 b,Kepler-1312 b
438,5794570,K02675.02,Kepler-1312 c,Kepler-1312 c
439,6779260,K02678.01,Kepler-1313 b,Kepler-1313 b
440,8892303,K02688.01,Kepler-1314 b,Kepler-1314 b
441,9475552,K02694.01,Kepler-1315 b,Kepler-1315 b
442,9475552,K02694.02,Kepler-1315 c,Kepler-1315 c
443,5128673,K02698.01,Kepler-1316 b,Kepler-1316 b
444,6690836,K02699.01,Kepler-1317 b,Kepler-1317 b
445,5871985,K02703.01,Kepler-1318 b,Kepler-1318 b
446,11453592,K02705.01,Kepler-1319 b,Kepler-1319 b
447,6021275,K00284.03,Kepler-132 b,Kepler-132 b
448,6021275,K00284.02,Kepler-132 c,Kepler-132 c
449,6021275,K00284.01,Kepler-132 d,Kepler-132 d
450,6021275,K00284.04,Kepler-132 e,Kepler-132 e
451,5175986,K02708.01,Kepler-1320 b,Kepler-1320 b
452,9837661,K02715.01,Kepler-1321 b,Kepler-1321 b
453,9837661,K02715.02,Kepler-1321 c,Kepler-1321 c
454,9837661,K02715.03,Kepler-1321 d,Kepler-1321 d
455,9092504,K02716.01,Kepler-1322 b,Kepler-1322 b
456,9092504,K02716.02,Kepler-1322 c,Kepler-1322 c
457,9467404,K02717.01,Kepler-1323 b,Kepler-1323 b
458,5184911,K02719.01,Kepler-1324 b,Kepler-1324 b
459,6587105,K02721.01,Kepler-1325 b,Kepler-1325 b
460,4178606,K02728.01,Kepler-1326 b,Kepler-1326 b
461,12008872,K02729.01,Kepler-1327 b,Kepler-1327 b
462,8415200,K02730.01,Kepler-1328 b,Kepler-1328 b
463,10842192,K02736.01,Kepler-1329 b,Kepler-1329 b
464,10933561,K00291.02,Kepler-133 b,Kepler-133 b
465,10933561,K00291.01,Kepler-133 c,Kepler-133 c
466,4831728,K02739.01,Kepler-1330 b,Kepler-1330 b
467,5980208,K02742.01,Kepler-1331 b,Kepler-1331 b
468,8095441,K02743.01,Kepler-1332 b,Kepler-1332 b
469,5881813,K02744.01,Kepler-1333 b,Kepler-1333 b
470,12456601,K02745.01,Kepler-1334 b,Kepler-1334 b
471,6586746,K02747.01,Kepler-1335 b,Kepler-1335 b
472,9962455,K02748.01,Kepler-1336 b,Kepler-1336 b
473,9962455,K02748.02,Kepler-1336 c,Kepler-1336 c
474,9881077,K02751.01,Kepler-1337 b,Kepler-1337 b
475,6265792,K02753.01,Kepler-1338 b,Kepler-1338 b
476,10905911,K02754.01,Kepler-1339 b,Kepler-1339 b
477,11547513,K00295.01,Kepler-134 b,Kepler-134 b
478,11547513,K00295.02,Kepler-134 c,Kepler-134 c
479,6964929,K02756.01,Kepler-1340 b,Kepler-1340 b
480,8210018,K02762.01,Kepler-1341 b,Kepler-1341 b
481,7769819,K02778.01,Kepler-1342 b,Kepler-1342 b
482,12164564,K02780.01,Kepler-1343 b,Kepler-1343 b
483,10001368,K02785.01,Kepler-1344 b,Kepler-1344 b
484,9466429,K02786.01,Kepler-1345 b,Kepler-1345 b
485,8885643,K02789.01,Kepler-1346 b,Kepler-1346 b
486,5652893,K02790.01,Kepler-1347 b,Kepler-1347 b
487,11662184,K02791.01,Kepler-1348 b,Kepler-1348 b
488,11127479,K02792.01,Kepler-1349 b,Kepler-1349 b
489,3642289,K00301.01,Kepler-135 b,Kepler-135 b
490,3642289,K00301.02,Kepler-135 c,Kepler-135 c
491,9823519,K02793.01,Kepler-1350 b,Kepler-1350 b
492,9823519,K02793.02,Kepler-1350 c,Kepler-1350 c
493,6697756,K02798.01,Kepler-1351 b,Kepler-1351 b
494,11135308,K02805.01,Kepler-1352 b,Kepler-1352 b
495,7047824,K02806.01,Kepler-1353 b,Kepler-1353 b
496,2442448,K02812.01,Kepler-1354 b,Kepler-1354 b
497,11283615,K02816.01,Kepler-1355 b,Kepler-1355 b
498,7605093,K02817.01,Kepler-1356 b,Kepler-1356 b
499,11963206,K02820.01,Kepler-1357 b,Kepler-1357 b
500,7428736,K02827.01,Kepler-1358 b,Kepler-1358 b
501,6436029,K02828.01,Kepler-1359 b,Kepler-1359 b
502,7050989,K00312.01,Kepler-136 b,Kepler-136 b
503,7050989,K00312.02,Kepler-136 c,Kepler-136 c
504,9244508,K02830.01,Kepler-1360 b,Kepler-1360 b
505,9995402,K02832.01,Kepler-1361 b,Kepler-1361 b
506,5609593,K02834.01,Kepler-1362 b,Kepler-1362 b
507,11414465,K02836.01,Kepler-1363 b,Kepler-1363 b
508,11565924,K02837.01,Kepler-1364 b,Kepler-1364 b
509,6607357,K02838.01,Kepler-1365 b,Kepler-1365 b
510,6607357,K02838.02,Kepler-1365 c,Kepler-1365 c
511,6186964,K02839.01,Kepler-1366 b,Kepler-1366 b
512,10591855,K02845.01,Kepler-1367 b,Kepler-1367 b
513,6294819,K02852.01,Kepler-1368 b,Kepler-1368 b
514,5688910,K02856.01,Kepler-1369 b,Kepler-1369 b
515,7419318,K00313.02,Kepler-137 b,Kepler-137 b
516,7419318,K00313.01,Kepler-137 c,Kepler-137 c
517,6345732,K02857.01,Kepler-1370 b,Kepler-1370 b
518,6345732,K02857.02,Kepler-1370 c,Kepler-1370 c
519,10397751,K02859.01,Kepler-1371 b,Kepler-1371 b
520,10397751,K02859.02,Kepler-1371 c,Kepler-1371 c
521,8681833,K02865.01,Kepler-1372 b,Kepler-1372 b
522,4138951,K02866.01,Kepler-1373 b,Kepler-1373 b
523,8884274,K02868.01,Kepler-1374 b,Kepler-1374 b
524,7767162,K02869.01,Kepler-1375 b,Kepler-1375 b
525,7019524,K02877.01,Kepler-1376 b,Kepler-1376 b
526,9825174,K02880.01,Kepler-1377 b,Kepler-1377 b
527,5209845,K02883.01,Kepler-1378 b,Kepler-1378 b
528,6129524,K02886.01,Kepler-1379 b,Kepler-1379 b
529,7603200,K00314.03,Kepler-138 b,Kepler-138 b
530,7603200,K00314.01,Kepler-138 c,Kepler-138 c
531,7603200,K00314.02,Kepler-138 d,Kepler-138 d
532,7603200,,Kepler-138 e,Kepler-138 e
533,6937402,K02894.01,Kepler-1380 b,Kepler-1380 b
534,11129258,K02898.01,Kepler-1381 b,Kepler-1381 b
535,3969687,K02904.01,Kepler-1382 b,Kepler-1382 b
536,6716545,K02906.01,Kepler-1383 b,Kepler-1383 b
537,4483138,K02910.01,Kepler-1384 b,Kepler-1384 b
538,9693006,K02913.01,Kepler-1385 b,Kepler-1385 b
539,7090524,K02920.01,Kepler-1386 b,Kepler-1386 b
540,7609553,K02924.01,Kepler-1387 b,Kepler-1387 b
541,10122538,K02926.01,Kepler-1388 b,Kepler-1388 b
542,10122538,K02926.02,Kepler-1388 c,Kepler-1388 c
543,10122538,K02926.03,Kepler-1388 d,Kepler-1388 d
544,10122538,K02926.04,Kepler-1388 e,Kepler-1388 e
545,8611257,K02931.01,Kepler-1389 b,Kepler-1389 b
546,8008067,K00316.01,Kepler-139 b,Kepler-139 b
547,8008067,K00316.02,Kepler-139 c,Kepler-139 c
548,8008067,K00316.03,Kepler-139 d,Kepler-139 d
549,8008067,,Kepler-139 e,Kepler-139 e
550,10880507,K02936.01,Kepler-1390 b,Kepler-1390 b
551,9838468,K02943.01,Kepler-1391 b,Kepler-1391 b
552,9642292,K02946.01,Kepler-1392 b,Kepler-1392 b
553,4991208,K02951.01,Kepler-1393 b,Kepler-1393 b
554,8801316,K02956.01,Kepler-1394 b,Kepler-1394 b
555,10471515,K02961.01,Kepler-1395 b,Kepler-1395 b
556,8760040,K02963.01,Kepler-1396 b,Kepler-1396 b
557,10098844,K02964.01,Kepler-1397 b,Kepler-1397 b
558,11090556,K02977.01,Kepler-1398 b,Kepler-1398 b
559,11090556,K02977.02,Kepler-1398 c,Kepler-1398 c
560,9468551,K02980.01,Kepler-1399 b,Kepler-1399 b
561,10264660,K00098.01,Kepler-14 b,Kepler-14 b
562,9881662,K00327.01,Kepler-140 b,Kepler-140 b
563,9881662,K00327.02,Kepler-140 c,Kepler-140 c
564,9076971,K02981.01,Kepler-1400 b,Kepler-1400 b
565,5520547,K02990.01,Kepler-1401 b,Kepler-1401 b
566,11244137,K02994.01,Kepler-1402 b,Kepler-1402 b
567,3848275,K02995.01,Kepler-1403 b,Kepler-1403 b
568,12021625,K02996.01,Kepler-1404 b,Kepler-1404 b
569,4175630,K02998.01,Kepler-1405 b,Kepler-1405 b
570,3852655,K03002.01,Kepler-1406 b,Kepler-1406 b
571,6103377,K03004.01,Kepler-1407 b,Kepler-1407 b
572,9070666,K03008.01,Kepler-1408 b,Kepler-1408 b
573,12405333,K03009.01,Kepler-1409 b,Kepler-1409 b
574,10552611,K00338.02,Kepler-141 b,Kepler-141 b
575,10552611,K00338.01,Kepler-141 c,Kepler-141 c
576,3642335,K03010.01,Kepler-1410 b,Kepler-1410 b
577,7347246,K03014.01,Kepler-1411 b,Kepler-1411 b
578,11403530,K03015.01,Kepler-1412 b,Kepler-1412 b
579,9716391,K03025.01,Kepler-1413 b,Kepler-1413 b
580,6929841,K03026.01,Kepler-1414 b,Kepler-1414 b
581,10585738,K03032.01,Kepler-1415 b,Kepler-1415 b
582,8051946,K03038.01,Kepler-1416 b,Kepler-1416 b
583,5445681,K03039.01,Kepler-1417 b,Kepler-1417 b
584,6263593,K03049.01,Kepler-1418 b,Kepler-1418 b
585,2716801,K03053.01,Kepler-1419 b,Kepler-1419 b
586,10982872,K00343.02,Kepler-142 b,Kepler-142 b
587,10982872,K00343.01,Kepler-142 c,Kepler-142 c
588,10982872,K00343.03,Kepler-142 d,Kepler-142 d
589,7216284,K03056.01,Kepler-1420 b,Kepler-1420 b
590,11019987,K03060.01,Kepler-1421 b,Kepler-1421 b
591,10924562,K03063.01,Kepler-1422 b,Kepler-1422 b
592,5865654,K03071.01,Kepler-1423 b,Kepler-1423 b
593,5096590,K03093.01,Kepler-1424 b,Kepler-1424 b
594,7455981,K03096.01,Kepler-1425 b,Kepler-1425 b
595,11508644,K03101.01,Kepler-1426 b,Kepler-1426 b
596,8895758,K03106.01,Kepler-1427 b,Kepler-1427 b
597,11572193,K03109.01,Kepler-1428 b,Kepler-1428 b
598,11285870,K03110.01,Kepler-1429 b,Kepler-1429 b
599,11521793,K00352.02,Kepler-143 b,Kepler-143 b
600,11521793,K00352.01,Kepler-143 c,Kepler-143 c
601,7676423,K03113.01,Kepler-1430 b,Kepler-1430 b
602,11714231,K03115.01,Kepler-1431 b,Kepler-1431 b
603,11720424,K03116.01,Kepler-1432 b,Kepler-1432 b
604,11499192,K03120.01,Kepler-1433 b,Kepler-1433 b
605,12416661,K03122.01,Kepler-1434 b,Kepler-1434 b
606,8751796,K03125.01,Kepler-1435 b,Kepler-1435 b
607,9907129,K03127.01,Kepler-1436 b,Kepler-1436 b
608,11455181,K03131.01,Kepler-1437 b,Kepler-1437 b
609,5440317,K03141.01,Kepler-1438 b,Kepler-1438 b
610,5688790,K03144.01,Kepler-1439 b,Kepler-1439 b
611,7175184,K00369.01,Kepler-144 b,Kepler-144 b
612,7175184,K00369.02,Kepler-144 c,Kepler-144 c
613,10908248,K03146.01,Kepler-1440 b,Kepler-1440 b
614,7534267,K03147.01,Kepler-1441 b,Kepler-1441 b
615,11189311,K03220.01,Kepler-1442 b,Kepler-1442 b
616,10057494,K03234.01,Kepler-1443 b,Kepler-1443 b
617,6587796,K03237.01,Kepler-1444 b,Kepler-1444 b
618,8073705,K03245.01,Kepler-1445 b,Kepler-1445 b
619,9885417,K03246.01,Kepler-1446 b,Kepler-1446 b
620,12156174,K03260.01,Kepler-1447 b,Kepler-1447 b
621,12055539,K03261.01,Kepler-1448 b,Kepler-1448 b
622,12056139,K03262.01,Kepler-1449 b,Kepler-1449 b
623,8494142,K00370.02,Kepler-145 b,Kepler-145 b
624,8494142,K00370.01,Kepler-145 c,Kepler-145 c
625,8826007,K03266.01,Kepler-1450 b,Kepler-1450 b
626,5280587,K03274.01,Kepler-1451 b,Kepler-1451 b
627,3120904,K03277.01,Kepler-1452 b,Kepler-1452 b
628,10653179,K03280.01,Kepler-1453 b,Kepler-1453 b
629,11177676,K03281.01,Kepler-1454 b,Kepler-1454 b
630,12066569,K03282.01,Kepler-1455 b,Kepler-1455 b
631,8016691,K03286.01,Kepler-1456 b,Kepler-1456 b
632,6584273,K03287.01,Kepler-1457 b,Kepler-1457 b
633,5768816,K03288.01,Kepler-1458 b,Kepler-1458 b
634,9447166,K03296.01,Kepler-1459 b,Kepler-1459 b
635,3656121,K00386.01,Kepler-146 b,Kepler-146 b
636,3656121,K00386.02,Kepler-146 c,Kepler-146 c
637,8151055,K03298.01,Kepler-1460 b,Kepler-1460 b
638,7510820,K03303.01,Kepler-1461 b,Kepler-1461 b
639,6880517,K03305.01,Kepler-1462 b,Kepler-1462 b
640,6615511,K03306.01,Kepler-1463 b,Kepler-1463 b
641,3632089,K03308.01,Kepler-1464 b,Kepler-1464 b
642,3632089,K03308.02,Kepler-1464 c,Kepler-1464 c
643,12735830,K03311.01,Kepler-1465 b,Kepler-1465 b
644,8554701,K03315.01,Kepler-1466 b,Kepler-1466 b
645,9031209,K03316.01,Kepler-1467 b,Kepler-1467 b
646,5965819,K03319.02,Kepler-1468 b,Kepler-1468 b
647,5965819,K03319.03,Kepler-1468 c,Kepler-1468 c
648,5965819,K03319.01,Kepler-1468 d,Kepler-1468 d
649,4271474,K03324.01,Kepler-1469 b,Kepler-1469 b
650,3942670,K00392.02,Kepler-147 b,Kepler-147 b
651,3942670,K00392.01,Kepler-147 c,Kepler-147 c
652,4736644,K03330.01,Kepler-1470 b,Kepler-1470 b
653,11810124,K03344.02,Kepler-1471 b,Kepler-1471 b
654,11810124,K03344.01,Kepler-1471 c,Kepler-1471 c
655,11303322,K03345.01,Kepler-1472 b,Kepler-1472 b
656,11241912,K03346.01,Kepler-1473 b,Kepler-1473 b
657,9349757,K03348.01,Kepler-1474 b,Kepler-1474 b
658,8636333,K03349.01,Kepler-1475 b,Kepler-1475 b
659,8081239,K03352.01,Kepler-1476 b,Kepler-1476 b
660,7091432,K03353.01,Kepler-1477 b,Kepler-1477 b
661,6368230,K03356.01,Kepler-1478 b,Kepler-1478 b
662,11651712,K03363.01,Kepler-1479 b,Kepler-1479 b
663,9946525,K00398.03,Kepler-148 b,Kepler-148 b
664,9946525,K00398.02,Kepler-148 c,Kepler-148 c
665,9946525,K00398.01,Kepler-148 d,Kepler-148 d
666,11455428,K03365.01,Kepler-1480 b,Kepler-1480 b
667,11657614,K03370.02,Kepler-1481 b,Kepler-1481 b
668,11125797,K03371.02,Kepler-1482 b,Kepler-1482 b
669,6705026,K03374.01,Kepler-1483 b,Kepler-1483 b
670,2995392,K03379.01,Kepler-1484 b,Kepler-1484 b
671,8644365,K03384.02,Kepler-1485 b,Kepler-1485 b
672,9085563,K03393.01,Kepler-1486 b,Kepler-1486 b
673,3561464,K03398.01,Kepler-1487 b,Kepler-1487 b
674,3561464,K03398.02,Kepler-1487 c,Kepler-1487 c
675,11754430,K03403.01,Kepler-1488 b,Kepler-1488 b
676,11754430,K03403.02,Kepler-1488 c,Kepler-1488 c
677,8409295,K03404.01,Kepler-1489 b,Kepler-1489 b
678,8409295,,Kepler-1489 c,Kepler-1489 c
679,3217264,K00401.01,Kepler-149 b,Kepler-149 b
680,3217264,K00401.03,Kepler-149 c,Kepler-149 c
681,3217264,K00401.02,Kepler-149 d,Kepler-149 d
682,7131760,K03407.01,Kepler-1490 b,Kepler-1490 b
683,9285265,K03410.01,Kepler-1491 b,Kepler-1491 b
684,9285265,K03410.02,Kepler-1491 c,Kepler-1491 c
685,5780930,K03412.01,Kepler-1492 b,Kepler-1492 b
686,3433668,K03415.01,Kepler-1493 b,Kepler-1493 b
687,7503885,K03417.01,Kepler-1494 b,Kepler-1494 b
688,3629330,K03418.01,Kepler-1495 b,Kepler-1495 b
689,9027909,K03428.01,Kepler-1496 b,Kepler-1496 b
690,9230021,K03429.02,Kepler-1497 b,Kepler-1497 b
691,8738775,K03432.01,Kepler-1498 b,Kepler-1498 b
692,6265665,K03436.01,Kepler-1499 b,Kepler-1499 b
693,11359879,K00128.01,Kepler-15 b,Kepler-15 b
694,5351250,K00408.04,Kepler-150 b,Kepler-150 b
695,5351250,K00408.01,Kepler-150 c,Kepler-150 c
696,5351250,K00408.02,Kepler-150 d,Kepler-150 d
697,5351250,K00408.03,Kepler-150 e,Kepler-150 e
698,5351250,,Kepler-150 f,Kepler-150 f
699,4645174,K03437.01,Kepler-1500 b,Kepler-1500 b
700,6599975,K03438.01,Kepler-1501 b,Kepler-1501 b
701,4282191,K03439.01,Kepler-1502 b,Kepler-1502 b
702,7288306,K03443.01,Kepler-1503 b,Kepler-1503 b
703,11860395,K03445.01,Kepler-1504 b,Kepler-1504 b
704,6364582,K03456.01,Kepler-1505 b,Kepler-1505 b
705,6118370,K03458.01,Kepler-1506 b,Kepler-1506 b
706,9763612,K03465.01,Kepler-1507 b,Kepler-1507 b
707,5213404,K03468.01,Kepler-1508 b,Kepler-1508 b
708,9995771,K03470.02,Kepler-1509 b,Kepler-1509 b
709,5791986,K00413.01,Kepler-151 b,Kepler-151 b
710,5791986,K00413.02,Kepler-151 c,Kepler-151 c
711,10881457,K03484.01,Kepler-1510 b,Kepler-1510 b
712,7517261,K03496.01,Kepler-1511 b,Kepler-1511 b
713,8424002,K03497.01,Kepler-1512 b,Kepler-1512 b
714,4150804,K03678.01,Kepler-1513 b,Kepler-1513 b
715,4150804,,Kepler-1513 c,Kepler-1513 c
716,2581316,K03681.01,Kepler-1514 b,Kepler-1514 b
717,2581316,K03681.02,Kepler-1514 c,Kepler-1514 c
718,10795103,K03683.01,Kepler-1515 b,Kepler-1515 b
719,8494410,K03685.02,Kepler-1516 b,Kepler-1516 b
720,7515679,K03728.01,Kepler-1517 b,Kepler-1517 b
721,8780959,K03741.03,Kepler-1518 b,Kepler-1518 b
722,8780959,K03741.04,Kepler-1518 c,Kepler-1518 c
723,11518142,K03762.01,Kepler-1519 b,Kepler-1519 b
724,6508221,K00416.01,Kepler-152 b,Kepler-152 b
725,6508221,K00416.02,Kepler-152 c,Kepler-152 c
726,12557548,K03794.01,Kepler-1520 b,Kepler-1520 b
727,2581554,K03835.01,Kepler-1521 b,Kepler-1521 b
728,12784167,K03848.01,Kepler-1522 b,Kepler-1522 b
729,9353742,K03867.01,Kepler-1523 b,Kepler-1523 b
730,4472818,K03878.01,Kepler-1524 b,Kepler-1524 b
731,11760860,K03892.01,Kepler-1525 b,Kepler-1525 b
732,3728432,K03893.01,Kepler-1526 b,Kepler-1526 b
733,9480535,K03901.01,Kepler-1527 b,Kepler-1527 b
734,9761615,K03911.01,Kepler-1528 b,Kepler-1528 b
735,5784777,K03916.01,Kepler-1529 b,Kepler-1529 b
736,10843590,K00431.01,Kepler-153 b,Kepler-153 b
737,10843590,K00431.02,Kepler-153 c,Kepler-153 c
